timestamp,N,P,K,humidity,soil_pH,temperature,crop_name
2024-07-14 04:20:00,99.261,54.43,92.143,88.335,6.269,30.407,Rice
2024-07-14 04:25:00,101.962,46.991,83.855,72.653,6.412,30.022,Rice
2024-07-14 04:30:00,101.318,43.807,89.238,88.055,6.352,28.304,Rice
2024-07-14 04:35:00,102.905,46.584,99.739,79.729,6.369,29.413,Rice
2024-07-14 04:40:00,109.691,54.911,94.838,75.342,6.827,31.419,Rice
2024-07-14 04:45:00,117.845,50.866,99.569,76.269,7.078,26.301,Rice
2024-07-14 04:50:00,80.81,43.461,93.513,85.659,6.829,25.32,Rice
2024-07-14 04:55:00,115.573,51.19,89.59,76.35,6.129,28.844,Rice
2024-07-14 05:00:00,87.53,57.928,96.716,87.448,6.653,28.957,Rice
2024-07-14 05:05:00,114.496,43.692,89.953,79.747,6.678,35.4,Rice
2024-07-14 05:10:00,109.196,42.829,88.079,87.957,6.607,27.828,Rice
2024-07-14 05:15:00,112.728,51.583,83.16,78.165,6.569,33.549,Rice
2024-07-14 05:20:00,80.317,45.474,87.104,88.65,6.247,32.309,Rice
2024-07-14 05:25:00,109.965,53.295,86.494,89.425,6.762,23.987,Rice
2024-07-14 05:30:00,102.979,60.026,98.339,80.808,6.397,31.965,Rice
2024-07-14 05:35:00,104.364,47.041,94.003,80.135,6.236,31.398,Rice
2024-07-14 05:40:00,100.865,57.648,92.998,88.227,6.267,32.372,Rice
2024-07-14 05:45:00,112.942,60.645,83.841,90.712,6.66,29.473,Rice
2024-07-14 05:50:00,91.795,58.542,93.009,82.294,7.181,27.555,Rice
2024-07-14 05:55:00,109.662,49.534,87.472,86.101,5.993,27.86,Rice
2024-07-14 06:00:00,111.882,54.492,94.777,72.942,6.784,30.418,Rice
2024-07-14 06:05:00,96.8,55.304,83.882,71.144,6.75,32.414,Rice
2024-07-14 06:10:00,109.31,49.215,84.174,81.486,6.02,33.936,Rice
2024-07-14 06:15:00,112.427,42.175,80.833,88.929,6.703,30.419,Rice
2024-07-14 06:20:00,98.377,51.604,87.375,88.037,6.168,27.807,Rice
2024-07-14 06:25:00,120.735,44.276,93.416,88.137,6.803,34.633,Rice
2024-07-14 06:30:00,108.603,56.81,83.36,84.019,6.713,27.639,Rice
2024-07-14 06:35:00,96.155,56.444,91.884,90.53,6.312,26.14,Rice
2024-07-14 06:40:00,98.442,56.056,92.649,84.517,6.791,36.546,Rice
2024-07-14 06:45:00,110.355,55.125,84.775,86.161,6.637,30.03,Rice
2024-07-14 06:50:00,88.068,59.241,86.743,87.05,6.378,27.037,Rice
2024-07-14 06:55:00,103.469,58.667,79.073,80.161,6.55,34.116,Rice
2024-07-14 07:00:00,78.894,52.847,82.426,81.983,6.406,28.894,Rice
2024-07-14 07:05:00,112.606,41.372,95.944,72.328,7.055,29.862,Rice
2024-07-14 07:10:00,85.257,58.072,81.635,85.172,6.916,31.689,Rice
2024-07-14 07:15:00,117.909,42.749,92.324,90.223,6.266,26.874,Rice
2024-07-14 07:20:00,88.099,43.759,92.853,73.712,7.063,25.879,Rice
2024-07-14 07:25:00,105.093,42.533,91.509,82.518,6.849,25.337,Rice
2024-07-14 07:30:00,99.387,48.066,81.379,92.393,6.453,25.158,Rice
2024-07-14 07:35:00,100.826,44.195,90.928,88.385,6.078,26.661,Rice
2024-07-14 07:40:00,86.555,48.019,80.759,70.042,6.392,24.577,Rice
2024-07-14 07:45:00,101.184,41.965,89.216,81.896,6.467,32.193,Rice
2024-07-14 07:50:00,108.605,46.962,81.139,71.219,6.407,30.753,Rice
2024-07-14 07:55:00,117.734,43.796,93.18,88.551,6.879,32.347,Rice
2024-07-14 08:00:00,119.902,56.007,91.284,81.518,6.317,26.172,Rice
2024-07-14 08:05:00,116.555,42.408,89.151,74.097,6.4,23.722,Rice
2024-07-14 08:10:00,79.289,45.905,81.681,72.999,5.885,32.506,Rice
2024-07-14 08:15:00,106.665,51.468,83.538,89.238,6.256,28.501,Rice
2024-07-14 08:20:00,95.807,46.981,92.258,83.498,6.249,33.452,Rice
2024-07-14 08:25:00,107.461,56.092,92.845,85.398,6.953,26.85,Rice
2024-07-14 08:30:00,102.987,57.707,99.783,76.182,6.149,30.337,Rice
2024-07-14 08:35:00,114.878,58.485,97.288,82.646,6.861,24.722,Rice
2024-07-14 08:40:00,94.177,60.624,82.724,79.398,7.041,34.332,Rice
2024-07-14 08:45:00,91.964,54.713,87.575,87.667,6.621,35.628,Rice
2024-07-14 08:50:00,115.825,44.522,97.801,88.13,6.972,32.087,Rice
2024-07-14 08:55:00,105.819,45.682,83.675,76.042,6.239,27.018,Rice
2024-07-14 09:00:00,112.706,52.744,100.727,76.216,6.17,27.478,Rice
2024-07-14 09:05:00,83.873,40.629,101.098,76.136,6.166,30.312,Rice
2024-07-14 09:10:00,83.126,44.634,90.866,79.954,6.727,28.812,Rice
2024-07-14 09:15:00,102.502,58.407,99.445,79.317,6.588,25.212,Rice
2024-07-14 09:20:00,93.236,41.557,90.409,88.268,6.635,27.114,Rice
2024-07-14 09:25:00,113.973,42.112,92.573,74.147,6.877,28.668,Rice
2024-07-14 09:30:00,104.19,49.909,95.967,78.001,6.292,28.011,Rice
2024-07-14 09:35:00,118.598,52.819,94.122,83.517,6.873,32.357,Rice
2024-07-14 09:40:00,88.557,54.138,82.679,82.819,6.258,28.602,Rice
2024-07-14 09:45:00,94.501,45.791,98.477,89.586,7.06,24.495,Rice
2024-07-14 09:50:00,94.354,39.318,92.617,80.38,6.379,29.219,Rice
2024-07-14 09:55:00,118.356,54.856,87.857,83.674,6.201,29.377,Rice
2024-07-14 10:00:00,83.924,58.778,79.72,75.61,6.747,28.37,Rice
2024-07-14 10:05:00,88.165,55.771,83.59,80.641,6.55,32.073,Rice
2024-07-14 10:10:00,110.713,54.542,95.268,80.483,6.242,26.252,Rice
2024-07-14 10:15:00,102.351,49.9,95.653,82.6,6.495,29.754,Rice
2024-07-14 10:20:00,90.856,49.984,96.169,87.132,6.997,28.767,Rice
2024-07-14 10:25:00,100.752,39.981,87.597,83.928,6.417,25.353,Rice
2024-07-14 10:30:00,115.072,46.641,96.447,88.379,6.968,27.058,Rice
2024-07-14 10:35:00,85.016,45.769,99.699,85.839,6.933,31.927,Rice
2024-07-14 10:40:00,97.561,54.709,86.751,78.433,6.141,30.839,Rice
2024-07-14 10:45:00,81.236,56.778,94.436,78.959,6.863,36.258,Rice
2024-07-14 10:50:00,111.025,51.454,96.728,78.066,6.778,26.951,Rice
2024-07-14 10:55:00,91.875,54.852,80.05,88.186,6.343,30.466,Rice
2024-07-14 11:00:00,91.864,46.281,90.229,78.506,6.841,27.324,Rice
2024-07-14 11:05:00,106.952,59.093,95.216,74.496,6.076,24.565,Rice
2024-07-14 11:10:00,116.781,58.692,98.174,88.406,6.563,34.308,Rice
2024-07-14 11:15:00,105.091,51.421,91.105,89.471,6.855,33.474,Rice
2024-07-14 11:20:00,82.089,58.385,82.357,72.274,6.721,29.691,Rice
2024-07-14 11:25:00,99.96,57.295,92.279,77.162,6.763,28.972,Rice
2024-07-14 11:30:00,94.8,57.557,97.957,69.952,7.04,34.257,Rice
2024-07-14 11:35:00,104.495,43.091,81.134,73.52,7.157,25.575,Rice
2024-07-14 11:40:00,82.143,58.466,95.598,89.199,6.875,31.497,Rice
2024-07-14 11:45:00,96.004,54.738,83.028,72.758,7.042,27.513,Rice
2024-07-14 11:50:00,106.169,40.906,93.226,84.022,6.573,32.87,Rice
2024-07-14 11:55:00,83.333,52.763,80.121,73.654,6.282,25.18,Rice
2024-07-14 12:00:00,83.425,60.253,87.284,83.994,5.919,26.536,Rice
2024-07-14 12:05:00,122.427,44.327,81.75,74.51,6.821,29.818,Rice
2024-07-14 12:10:00,104.204,56.798,90.245,88.747,7.064,29.461,Rice
2024-07-14 12:15:00,81.248,52.875,86.109,89.887,6.672,33.935,Rice
2024-07-14 12:20:00,87.957,62.371,81.788,71.205,6.616,30.635,Rice
2024-07-14 12:25:00,112.198,46.301,87.477,75.755,6.267,30.174,Rice
2024-07-14 12:30:00,89.61,41.206,94.585,83.915,6.045,30.694,Rice
2024-07-14 12:35:00,100.175,42.323,80.818,74.188,7.003,26.294,Rice
2024-07-14 12:40:00,105.272,43.617,94.074,86.95,6.202,32.164,Rice
2024-07-14 12:45:00,93.113,43.866,85.938,81.972,5.968,33.535,Rice
2024-07-14 12:50:00,100.719,56.792,91.277,80.585,6.773,32.142,Rice
2024-07-14 12:55:00,84.313,58.051,81.785,75.643,6.563,32.007,Rice
2024-07-14 13:00:00,94.501,47.037,88.771,74.668,6.526,34.909,Rice
2024-07-14 13:05:00,116.17,55.966,93.752,81.908,6.904,26.817,Rice
2024-07-14 13:10:00,96.539,44.734,91.337,88.5,6.936,28.978,Rice
2024-07-14 13:15:00,117.624,41.033,84.672,81.665,6.503,30.583,Rice
2024-07-14 13:20:00,92.42,57.979,94.083,83.939,6.765,26.523,Rice
2024-07-14 13:25:00,93.97,58.602,98.945,78.904,6.283,26.449,Rice
2024-07-14 13:30:00,119.958,48.595,89.7,85.538,6.393,27.553,Rice
2024-07-14 13:35:00,89.31,59.168,92.207,77.146,6.704,25.835,Rice
2024-07-14 13:40:00,111.564,42.584,95.979,73.865,6.964,36.284,Rice
2024-07-14 13:45:00,82.601,41.066,94.962,77.06,6.131,27.382,Rice
2024-07-14 13:50:00,102.84,42.772,80.143,85.745,6.871,34.719,Rice
2024-07-14 13:55:00,95.456,41.413,85.884,84.534,6.428,27.084,Rice
2024-07-14 14:00:00,107.851,52.321,92.486,73.13,6.114,29.118,Rice
2024-07-14 14:05:00,102.876,51.216,84.84,80.916,6.459,27.96,Rice
2024-07-14 14:10:00,95.877,48.23,94.971,89.882,6.109,24.569,Rice
2024-07-14 14:15:00,105.673,49.512,83.49,88.404,6.688,30.404,Rice
2024-07-14 14:20:00,111.556,43.272,89.43,88.136,6.534,27.956,Rice
2024-07-14 14:25:00,118.288,39.554,83.44,70.675,6.537,25.387,Rice
2024-07-14 14:30:00,97.85,48.041,94.295,82.152,6.834,26.269,Rice
2024-07-14 14:35:00,106.784,43.268,84.476,83.573,6.592,32.831,Rice
2024-07-14 14:40:00,79.918,39.204,84.333,82.922,6.832,27.39,Rice
2024-07-14 14:45:00,83.345,54.031,100.397,75.36,6.623,27.12,Rice
2024-07-14 14:50:00,92.755,54.449,89.428,86.944,6.697,29.834,Rice
2024-07-14 14:55:00,107.32,49.504,88.265,72.117,6.13,30.676,Rice
2024-07-14 15:00:00,112.064,57.202,92.385,83.866,6.715,27.176,Rice
2024-07-14 15:05:00,112.781,49.752,91.811,84.045,6.404,33.497,Rice
2024-07-14 15:10:00,102.414,44.686,97.255,79.858,7.053,31.442,Rice
2024-07-14 15:15:00,117.129,44.465,93.328,78.323,6.601,35.823,Rice
2024-07-14 15:20:00,115.711,44.757,81.96,70.642,6.437,27.282,Rice
2024-07-14 15:25:00,85.176,52.204,98.428,79.737,7.03,25.637,Rice
2024-07-14 15:30:00,95.713,55.942,97.742,88.547,6.114,35.64,Rice
2024-07-14 15:35:00,98.744,49.352,80.611,80.471,6.694,34.264,Rice
2024-07-14 15:40:00,112.132,42.305,85.008,79.867,6.758,31.173,Rice
2024-07-14 15:45:00,98.966,57.73,82.932,70.981,6.3,29.118,Rice
2024-07-14 15:50:00,112.405,40.389,87.433,79.792,6.54,27.594,Rice
2024-07-14 15:55:00,83.642,56.803,90.351,84.299,6.538,27.055,Rice
2024-07-14 16:00:00,106.8,45.673,88.94,85.22,7.097,31.684,Rice
2024-07-14 16:05:00,104.061,48.706,95.606,84.551,5.996,28.353,Rice
2024-07-14 16:10:00,101.878,56.692,88.016,85.92,7.034,31.441,Rice
2024-07-14 16:15:00,89.82,57.06,82.048,77.057,7.025,29.019,Rice
2024-07-14 16:20:00,100.259,39.451,86.836,80.763,6.273,27.913,Rice
2024-07-14 16:25:00,104.375,43.598,99.346,79.932,6.127,26.189,Rice
2024-07-14 16:30:00,114.795,50.795,89.971,76.777,6.601,27.454,Rice
2024-07-14 16:35:00,106.084,40.949,84.243,71.172,6.843,28.95,Rice
2024-07-14 16:40:00,105.004,52.003,87.489,88.62,6.294,29.999,Rice
2024-07-14 16:45:00,95.023,45.763,83.496,82.185,6.416,24.573,Rice
2024-07-14 16:50:00,110.042,45.176,96.055,71.58,5.92,30.498,Rice
2024-07-14 16:55:00,103.445,48.618,83.661,71.883,6.419,34.099,Rice
2024-07-14 17:00:00,92.597,53.304,85.573,85.138,6.967,33.724,Rice
2024-07-14 17:05:00,104.28,56.601,96.736,82.611,6.4,29.494,Rice
2024-07-14 17:10:00,89.288,49.654,95.084,70.985,6.301,33.432,Rice
2024-07-14 17:15:00,103.107,47.879,90.373,74.575,6.494,29.659,Rice
2024-07-14 17:20:00,85.356,55.263,92.742,72.829,6.238,33.614,Rice
2024-07-14 17:25:00,93.44,48.581,82.319,85.478,6.462,29.766,Rice
2024-07-14 17:30:00,92.637,46.232,89.598,72.071,6.633,32.531,Rice
2024-07-14 17:35:00,84.046,44.774,81.762,77.074,6.677,36.742,Rice
2024-07-14 17:40:00,91.373,52.939,87.624,79.221,6.529,32.664,Rice
2024-07-14 17:45:00,97.175,54.879,81.339,86.102,6.021,26.89,Rice
2024-07-14 17:50:00,110.406,44.033,98.218,86.64,6.109,25.674,Rice
2024-07-14 17:55:00,110.989,46.322,83.354,85.888,6.537,31.115,Rice
2024-07-14 18:00:00,107.833,37.853,90.236,73.393,6.679,30.566,Rice
2024-07-14 18:05:00,88.495,57.367,95.151,80.03,6.665,33.06,Rice
2024-07-14 18:10:00,103.007,57.309,90.285,73.769,6.673,36.058,Rice
2024-07-14 18:15:00,99.533,50.626,85.992,80.044,6.231,31.848,Rice
2024-07-14 18:20:00,100.073,52.401,90.877,77.29,6.182,32.764,Rice
2024-07-14 18:25:00,99.236,51.109,86.639,84.96,6.127,25.686,Rice
2024-07-14 18:30:00,85.948,48.529,91.231,83.117,7.063,26.525,Rice
2024-07-14 18:35:00,87.203,44.83,96.987,79.571,6.02,30.871,Rice
2024-07-14 18:40:00,108.038,42.757,93.77,79.071,6.773,32.78,Rice
2024-07-14 18:45:00,107.066,54.889,85.059,74.295,6.406,30.417,Rice
2024-07-14 18:50:00,81.473,56.496,92.405,83.385,6.708,34.291,Rice
2024-07-14 18:55:00,115.237,51.885,92.194,77.772,6.556,29.136,Rice
2024-07-14 19:00:00,88.358,42.32,98.95,72.709,6.941,32.323,Rice
2024-07-14 19:05:00,112.831,41.258,83.342,82.704,6.019,27.911,Rice
2024-07-14 19:10:00,81.277,51.8,84.001,84.575,7.155,34.133,Rice
2024-07-14 19:15:00,105.667,45.104,90.462,90.217,6.055,35.067,Rice
2024-07-14 19:20:00,79.032,55.253,84.7,87.758,6.211,31.251,Rice
2024-07-14 19:25:00,115.591,41.981,85.353,83.532,6.804,28.553,Rice
2024-07-14 19:30:00,90.369,43.594,83.606,82.52,6.291,26.255,Rice
2024-07-14 19:35:00,81.117,58.833,86.73,76.804,6.317,32.506,Rice
2024-07-14 19:40:00,78.852,59.092,80.046,71.17,6.772,31.205,Rice
2024-07-14 19:45:00,104.116,41.584,87.034,84.152,6.468,34.202,Rice
2024-07-14 19:50:00,80.825,56.26,87.038,72.761,6.14,31.773,Rice
2024-07-14 19:55:00,87.208,43.712,83.711,86.077,6.499,30.931,Rice
2024-07-14 20:00:00,96.846,58.57,85.076,87.886,6.15,27.425,Rice
2024-07-14 20:05:00,90.115,54.464,85.034,81.597,6.594,31.31,Rice
2024-07-14 20:10:00,108.386,46.45,82.027,76.999,6.967,30.559,Rice
2024-07-14 20:15:00,91.316,50.175,99.577,74.643,6.332,31.999,Rice
2024-07-14 20:20:00,111.463,43.638,85.038,72.114,6.712,26.762,Rice
2024-07-14 20:25:00,82.489,39.942,85.916,76.859,6.63,30.169,Rice
2024-07-14 20:30:00,89.745,49.273,88.2,89.798,6.628,30.174,Rice
2024-07-14 20:35:00,96.368,53.345,82.843,82.063,6.579,30.156,Rice
2024-07-14 20:40:00,100.879,51.905,85.536,82.937,6.04,30.541,Rice
2024-07-14 20:45:00,110.804,49.312,87.294,72.028,6.652,29.224,Rice
2024-07-14 20:50:00,113.658,58.523,80.359,79.257,6.654,33.644,Rice
2024-07-14 20:55:00,114.396,40.376,85.945,80.44,5.909,28.835,Rice
2024-07-14 21:00:00,81.494,57.452,99.002,84.635,6.473,25.253,Rice
2024-07-14 21:05:00,106.858,42.46,82.058,87.366,6.715,27.885,Rice
2024-07-14 21:10:00,98.707,57.243,87.946,87.214,6.75,33.866,Rice
2024-07-14 21:15:00,99.46,44.86,94.901,83.517,6.514,26.193,Rice
2024-07-14 21:20:00,117.295,45.764,94.62,87.238,6.999,31.184,Rice
2024-07-14 21:25:00,82.1,42.005,86.425,87.244,6.374,28.979,Rice
2024-07-14 21:30:00,112.085,42.172,83.106,77.194,6.629,30.489,Rice
2024-07-14 21:35:00,108.225,50.143,91.056,88.14,6.881,30.43,Rice
2024-07-14 21:40:00,91.239,43.538,96.808,89.697,6.255,26.489,Rice
2024-07-14 21:45:00,80.289,44.414,87.897,71.655,6.62,26.61,Rice
2024-07-14 21:50:00,78.706,51.617,87.948,80.199,6.651,28.213,Rice
2024-07-14 21:55:00,90.739,42.098,82.737,73.208,6.294,28.571,Rice
2024-07-14 22:00:00,108.606,41.011,99.078,78.232,6.216,26.355,Rice
2024-07-14 22:05:00,112.098,60.09,84.005,73.344,6.697,31.727,Rice
2024-07-14 22:10:00,87.705,43.023,98.657,71.889,7.022,31.291,Rice
2024-07-14 22:15:00,106.687,47.717,88.523,72.818,7.099,28.524,Rice
2024-07-14 22:20:00,93.177,43.203,87.546,86.019,6.556,35.425,Rice
2024-07-14 22:25:00,82.105,57.242,81.017,88.204,6.757,34.136,Rice
2024-07-14 22:30:00,104.099,43.086,91.761,83.419,6.327,28.447,Rice
2024-07-14 22:35:00,119.19,52.438,87.445,72.681,6.025,29.12,Rice
2024-07-14 22:40:00,107.299,49.673,94.953,90.104,6.445,27.217,Rice
2024-07-14 22:45:00,101.621,49.344,87.535,70.757,6.567,26.066,Rice
2024-07-14 22:50:00,89.216,42.22,85.183,72.831,6.334,33.63,Rice
2024-07-14 22:55:00,97.689,54.857,87.86,78.852,6.186,25.185,Rice
2024-07-14 23:00:00,100.235,42.17,82.991,85.955,7.094,33.536,Rice
2024-07-14 23:05:00,97.239,56.227,93.163,85.51,6.819,28.855,Rice
2024-07-14 23:10:00,80.955,43.809,83.374,85.672,6.693,29.824,Rice
2024-07-14 23:15:00,80.45,45.705,86.385,72.951,6.287,29.478,Rice
2024-07-14 23:20:00,97.327,41.431,97.08,86.041,6.767,26.266,Rice
2024-07-14 23:25:00,91.529,44.034,90.346,88.631,6.717,32.034,Rice
2024-07-14 23:30:00,90.535,51.053,99.664,79.689,6.081,32.279,Rice
2024-07-14 23:35:00,91.861,49.867,91.782,78.473,6.042,31.752,Rice
2024-07-14 23:40:00,89.689,41.303,85.454,81.409,6.213,31.947,Rice
2024-07-14 23:45:00,104.748,45.008,97.907,75.27,6.677,24.294,Rice
2024-07-14 23:50:00,97.039,41.131,85.424,84.658,5.873,27.696,Rice
2024-07-14 23:55:00,89.54,45.752,95.413,88.518,6.431,28.693,Rice
2024-07-15 00:00:00,103.045,46.79,89.581,70.652,6.429,29.063,Rice
2024-07-15 00:05:00,90.768,41.317,98.657,83.737,6.434,31.808,Rice
2024-07-15 00:10:00,87.142,56.973,91.689,73.006,6.002,29.996,Rice
2024-07-15 00:15:00,115.137,53.88,97.853,83.344,6.757,31.515,Rice
2024-07-15 00:20:00,84.463,42.79,81.629,85.34,6.667,30.091,Rice
2024-07-15 00:25:00,116.151,51.071,82.634,75.79,6.832,29.823,Rice
2024-07-15 00:30:00,115.549,58.846,89.324,90.93,6.795,29.209,Rice
2024-07-15 00:35:00,97.195,48.184,94.812,76.946,6.697,32.009,Rice
2024-07-15 00:40:00,97.977,39.721,95.112,88.565,6.446,32.219,Rice
2024-07-15 00:45:00,106.565,49.837,92.778,73.87,6.629,25.472,Rice
2024-07-15 00:50:00,85.153,46.428,82.799,72.656,7.062,27.388,Rice
2024-07-15 00:55:00,84.597,51.552,90.198,86.406,6.666,31.574,Rice
2024-07-15 01:00:00,111.472,56.712,86.06,87.512,6.506,32.968,Rice
2024-07-15 01:05:00,92.993,48.264,85.812,89.345,6.026,28.03,Rice
2024-07-15 01:10:00,114.559,44.146,93.843,76.921,6.031,25.059,Rice
2024-07-15 01:15:00,94.127,48.385,87.974,71.38,6.996,33.121,Rice
2024-07-15 01:20:00,100.822,59.852,97.999,84.265,6.416,32.008,Rice
2024-07-15 01:25:00,110.328,57.651,81.491,84.27,7.106,31.971,Rice
2024-07-15 01:30:00,105.84,55.685,97.838,91.305,6.324,33.045,Rice
2024-07-15 01:35:00,110.277,53.239,98.518,74.305,5.999,30.272,Rice
2024-07-15 01:40:00,112.832,56.26,95.173,89.531,6.317,29.52,Rice
2024-07-15 01:45:00,84.263,46.941,81.415,81.266,6.274,29.662,Rice
2024-07-15 01:50:00,103.862,51.637,95.031,78.54,6.738,26.126,Rice
2024-07-15 01:55:00,115.957,57.875,94.704,84.147,6.781,33.649,Rice
2024-07-15 02:00:00,93.079,43.444,100.038,77.786,6.558,27.998,Rice
2024-07-15 02:05:00,92.508,45.374,95.31,75.928,6.441,28.578,Rice
2024-07-15 02:10:00,84.042,45.154,98.971,82.39,6.553,30.703,Rice
2024-07-15 02:15:00,88.503,52.447,87.667,73.521,6.833,29.152,Rice
2024-07-15 02:20:00,93.638,50.234,93.61,73.01,6.318,27.061,Rice
2024-07-15 02:25:00,119.996,42.263,97.926,85.178,6.098,32.07,Rice
2024-07-15 02:30:00,111.405,51.243,88.889,82.879,6.934,31.406,Rice
2024-07-15 02:35:00,106.095,42.192,80.234,81.322,6.385,26.827,Rice
2024-07-15 02:40:00,114.021,46.558,92.75,85.759,6.476,30.268,Rice
2024-07-15 02:45:00,98.986,55.816,94.363,71.64,6.47,27.258,Rice
2024-07-15 02:50:00,78.241,44.948,85.892,76.051,6.229,27.827,Rice
2024-07-15 02:55:00,93.803,54.894,93.302,88.293,6.217,34.137,Rice
2024-07-15 03:00:00,112.04,55.6,91.446,71.11,6.715,28.35,Rice
2024-07-15 03:05:00,103.154,52.809,88.681,75.821,6.869,31.165,Rice
2024-07-15 03:10:00,106.221,45.169,84.755,80.412,6.005,32.971,Rice
2024-07-15 03:15:00,83.535,51.613,82.249,84.934,6.831,28.394,Rice
2024-07-15 03:20:00,97.269,60.965,92.28,73.941,6.372,28.419,Rice
2024-07-15 03:25:00,103.07,51.124,85.046,75.543,6.487,27.422,Rice
2024-07-15 03:30:00,100.425,54.874,82.556,76.039,6.891,32.514,Rice
2024-07-15 03:35:00,88.19,45.572,97.259,88.148,7.038,31.468,Rice
2024-07-15 03:40:00,117.728,47.846,82.473,82.949,6.409,34.317,Rice
2024-07-15 03:45:00,114.283,47.712,92.987,83.091,7.096,33.178,Rice
2024-07-15 03:50:00,119.055,55.83,89.09,74.496,5.938,33.02,Rice
2024-07-15 03:55:00,81.293,59.349,81.766,79.37,6.873,30.457,Rice
2024-07-15 04:00:00,110.223,44.666,88.382,79.465,6.11,29.772,Rice
2024-07-15 04:05:00,112.934,53.237,91.45,76.025,6.874,28.288,Rice
2024-07-15 04:10:00,109.331,54.782,99.733,72.19,6.39,33.784,Rice
2024-07-15 04:15:00,115.143,58.781,90.614,85.403,6.116,33.053,Rice
2024-07-15 04:20:00,79.826,46.335,94.476,79.927,6.207,31.758,Rice
2024-07-15 04:25:00,99.347,56.504,99.558,81.846,6.79,28.524,Rice
2024-07-15 04:30:00,96.037,54.684,86.058,83.102,6.435,26.546,Rice
2024-07-15 04:35:00,96.909,50.429,92.288,76.698,6.917,30.765,Rice
2024-07-15 04:40:00,92.744,46.001,87.381,73.277,6.878,35.13,Rice
2024-07-15 04:45:00,93.774,50.477,84.603,85.331,6.086,35.162,Rice
2024-07-15 04:50:00,114.037,58.73,84.275,82.11,6.913,32.872,Rice
2024-07-15 04:55:00,82.433,54.193,89.53,77.952,6.095,28.495,Rice
2024-07-15 05:00:00,84.106,49.927,85.541,85.742,6.054,31.075,Rice
2024-07-15 05:05:00,83.192,57.808,98.053,76.929,6.942,27.236,Rice
2024-07-15 05:10:00,111.025,41.856,89.569,88.488,6.309,27.878,Rice
2024-07-15 05:15:00,118.25,40.813,85.854,87.012,6.325,29.077,Rice
2024-07-15 05:20:00,108.404,40.962,89.195,88.801,6.023,30.901,Rice
2024-07-15 05:25:00,99.117,56.644,91.232,72.955,6.929,27.154,Rice
2024-07-15 05:30:00,83.051,39.877,96.508,87.413,6.196,24.212,Rice
2024-07-15 05:35:00,85.987,58.179,100.311,90.541,6.051,28.705,Rice
2024-07-15 05:40:00,81.433,41.891,95.702,88.097,6.711,25.276,Rice
2024-07-15 05:45:00,108.461,51.527,95.553,88.649,5.943,31.343,Rice
2024-07-15 05:50:00,83.885,50.552,92.28,78.591,7.025,29.353,Rice
2024-07-15 05:55:00,86.942,43.515,95.132,78.528,6.419,29.724,Rice
2024-07-15 06:00:00,85.373,59.951,98.86,75.072,6.237,34.574,Rice
2024-07-15 06:05:00,92.815,42.185,93.131,78.098,6.527,29.445,Rice
2024-07-15 06:10:00,112.656,43.357,82.648,88.498,6.271,27.633,Rice
2024-07-15 06:15:00,93.375,56.501,79.931,69.502,6.808,30.54,Rice
2024-07-15 06:20:00,88.691,52.586,84.214,72.826,6.034,33.611,Rice
2024-07-15 06:25:00,81.492,50.788,80.696,79.636,6.917,33.012,Rice
2024-07-15 06:30:00,113.56,52.885,96.483,78.505,6.08,27.654,Rice
2024-07-15 06:35:00,113.054,41.586,95.107,73.089,6.499,32.472,Rice
2024-07-15 06:40:00,87.812,43.903,82.192,75.616,6.023,29.872,Rice
2024-07-15 06:45:00,94.648,50.352,102.081,80.099,6.69,31.739,Rice
2024-07-15 06:50:00,117.774,54.665,89.641,74.802,6.762,33.411,Rice
2024-07-15 06:55:00,122.17,42.958,96.356,75.913,6.337,33.66,Rice
2024-07-15 07:00:00,102.15,46.893,84.974,73.212,6.926,30.364,Rice
2024-07-15 07:05:00,98.288,40.739,86.287,72.03,6.487,30.883,Rice
2024-07-15 07:10:00,85.042,50.026,90.76,85.569,6.456,26.782,Rice
2024-07-15 07:15:00,108.245,50.531,90.618,85.483,6.082,29.034,Rice
2024-07-15 07:20:00,113.694,41.703,95.36,72.269,6.427,30.885,Rice
2024-07-15 07:25:00,81.157,49.114,92.012,74.699,7.04,32.456,Rice
2024-07-15 07:30:00,104.666,54.989,92.432,80.785,6.542,28.772,Rice
2024-07-15 07:35:00,106.222,57.205,84.215,87.803,6.303,33.739,Rice
2024-07-15 07:40:00,88.543,53.631,80.377,82.856,6.206,27.959,Rice
2024-07-15 07:45:00,101.562,51.854,94.967,83.631,6.874,30.873,Rice
2024-07-15 07:50:00,85.712,48.245,80.035,81.052,6.329,36.907,Rice
2024-07-15 07:55:00,121.469,51.257,92.469,84.716,6.548,25.392,Rice
2024-07-15 08:00:00,83.692,47.774,88.278,88.417,6.97,27.271,Rice
2024-07-15 08:05:00,80.628,49.826,97.041,89.321,7.195,30.339,Rice
2024-07-15 08:10:00,94.907,51.498,97.219,88.879,6.175,30.186,Rice
2024-07-15 08:15:00,112.179,59.168,97.867,80.962,6.0,25.141,Rice
2024-07-15 08:20:00,90.038,59.25,91.236,76.142,6.115,30.518,Rice
2024-07-15 08:25:00,118.377,41.205,83.861,72.179,6.351,31.725,Rice
2024-07-15 08:30:00,104.095,55.596,90.692,73.771,6.561,29.464,Rice
2024-07-15 08:35:00,111.543,51.134,93.372,78.138,6.794,31.181,Rice
